PRIMERPERIODO,T,ESTATUSALUMNO,TITULACION,PRV,PRM,PAA,CatPAA,PREPA,CatPrepa,LocalForanea,CIUDADPREPA,ESTADOPREPA,CodEstado,PROMPRE,CatPromPre,BECA,CREDITO,CATFIN,PROMSEM1,EDADING,CatEdad,SEXO,IdSexo,E,ECR2
2009,3,Cambio de plan,Pendiente,665,732,1397,2,LICEO DEL BOSQUE *10214,2,1,GUADALAJARA,JALISCO,15,74,1,0,40,2,7.60,17.87,1,M,1,1,2
2009,1,Baja,Pendiente,513,569,1082,1,"CONALEP PLANTEL ""LIC. FRANCISCO MEDINA ASCENCIO"" MEXICANO -  ITALIANO * 64444",1,1,ZAPOPAN,JALISCO,15,80,2,0,0,1,6.17,19.94,2,M,1,1,1
2009,11,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,84,2,0,40,2,7.67,18.90,1,M,1,0,3
2009,9,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,93,3,10,0,2,9.29,20.01,2,F,2,0,3
2009,10,Egresado,Titulado,674,712,1386,2,I.T.E.S.M. CAMPUS CIUDAD OBREGON *9943,2,2,CAJEME,SONORA,26,93,3,20,50,2,9.00,18.50,1,M,1,0,3
2009,20,Activo,Pendiente,460,610,1070,1,COLEGIO DE ESTUDIOS SISTEMAS ABIERTOS CESA *10340,1,2,CHILPANCINGO DE LOS BRAVO,GUERRERO,13,78,1,30,30,2,7.50,21.00,3,M,1,0,0
2009,10,Egresado,Titulado,601,748,1349,2,COLEGIO CHAMPAGNAT*200709,2,2,SAN LUIS POTOSI,SAN LUIS POTOSI,24,71,1,0,0,1,8.71,18.55,1,M,1,0,3
2009,1,Baja,Pendiente,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,86,2,20,30,2,8.71,19.08,2,M,1,1,1
2009,10,Egresado,Titulado,576,600,1176,1,UNIVERSIDAD TECNOLOGICA DE MEXICO PLANTEL ZAPOPAN * 65854,2,1,GUADALAJARA,JALISCO,15,79,1,0,0,1,7.86,19.18,2,M,1,0,3
2009,11,Egresado,Titulado,489,645,1134,1,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,70,1,0,0,1,7.38,19.85,2,M,1,0,3
2009,20,Activo,Pendiente,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,88,2,0,0,1,8.88,19.75,2,M,1,0,0
2009,10,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,91,3,35,35,2,9.25,20.18,2,F,2,0,3
2009,1,Cambio de plan,Pendiente,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,88,2,0,0,1,8.13,18.76,1,M,1,1,2
2009,10,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,92,3,0,0,1,8.88,19.29,2,M,1,0,3
2009,11,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,84,2,20,40,2,8.29,19.47,2,M,1,0,3
2009,11,Egresado,Titulado,706,553,1259,2,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,76,1,0,0,1,8.63,19.18,2,M,1,0,3
2009,8,Egresado,Titulado,0,0,0,3,BACHILLERATO CENTRO ESCOLAR DEL NOROESTE *030209,2,2,LOS MOCHIS,SINALOA,25,99,3,50,0,2,10.00,18.45,1,M,1,0,3
2009,10,Egresado,Titulado,685,631,1316,2,INSTITUTO FRAY PEDRO DE GANTE *10038,2,2,COLIMA,COLIMA,9,80,2,0,20,2,8.25,19.75,2,M,1,0,3
2009,10,Egresado,Titulado,529,687,1216,1,PREPARATORIA REGIONAL DE AUTLAN *10175,1,2,AUTLAN DE NAVARRO,JALISCO,15,94,3,35,35,2,9.00,19.98,2,M,1,0,3
2009,11,Egresado,Titulado,570,598,1168,1,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,72,1,20,30,2,9.13,18.10,1,M,1,0,3
2009,9,Egresado,Titulado,0,0,0,3,PREPARATORIA FRANCISCO I. MADERO *10209,2,1,GUADALAJARA,JALISCO,15,94,3,35,35,2,9.25,18.54,1,M,1,0,3
2009,9,Egresado,Titulado,0,0,0,3,COLEGIO MORELOS DE TEPATITLAN SEP *98545,2,2,TEPATITLAN DE MORELOS,JALISCO,15,98,3,30,35,2,9.38,18.37,1,M,1,0,3
2009,9,Egresado,Titulado,0,0,0,3,INSTITUTO DE HUMANIDADES Y CIENCIAS DE GUADALAJARA *10097,2,1,GUADALAJARA,JALISCO,15,86,2,0,0,1,8.50,18.74,1,M,1,0,3
2009,9,Egresado,Titulado,0,0,0,3,COLEGIO MORELOS DE TEPATITLAN SEP *98545,2,2,TEPATITLAN DE MORELOS,JALISCO,15,99,3,15,20,2,9.50,17.93,1,M,1,0,3
2009,9,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,85,2,50,30,2,9.13,17.76,1,M,1,0,3
2009,9,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,93,3,10,30,2,9.25,18.88,1,M,1,0,3
2009,9,Baja,Pendiente,701,712,1413,2,COLEGIO DE BACHILLERES DEL ESTADO DE JALISCO 12 ARROYO HONDO *98360,1,1,ZAPOPAN,JALISCO,15,96,3,60,25,2,9.00,17.78,1,M,1,1,1
2009,10,Egresado,Titulado,236,273,509,1,COLEGIO MEXICO NUEVO *9693,2,1,ZAPOPAN,JALISCO,15,68,1,0,0,1,7.57,18.41,1,M,1,0,3
2009,9,Egresado,Titulado,531,620,1151,1,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS GUADALAJARA *200704,2,1,TLAQUEPAQUE,JALISCO,15,92,3,0,30,2,8.88,18.72,1,M,1,0,3
2009,14,Egresado,Titulado,633,676,1309,2,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,75,1,0,40,2,8.00,18.66,1,M,1,0,0
2009,5,Baja,Pendiente,0,0,0,3,CENTRO ESCOLAR MEXICO *10066,2,1,GUADALAJARA,JALISCO,15,88,2,25,0,2,7.88,19.97,2,M,1,1,1
2009,9,Egresado,Titulado,0,0,0,3,CENTRO EDUCATIVO REGIONAL DE ATOTONILCO * 24545,2,2,ATOTONILCO EL ALTO,JALISCO,15,98,3,25,0,2,9.50,18.23,1,M,1,0,3
2009,10,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,93,3,20,30,2,9.13,17.94,1,F,2,0,3
2009,10,Egresado,Pendiente,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,84,2,0,40,2,8.63,19.04,2,M,1,0,3
2009,10,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,89,2,10,0,2,9.50,18.44,1,M,1,0,3
2009,10,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,90,3,0,0,1,8.88,18.31,1,F,2,0,3
2009,10,Egresado,Titulado,620,742,1362,2,COLEGIO ANAHUAC *10081,2,1,ZAPOPAN,JALISCO,15,83,2,0,0,1,8.63,17.81,1,M,1,0,3
2009,3,Cambio de plan,Pendiente,789,699,1488,2,COLEGIO CAMPOVERDE*200707,2,2,COLIMA,COLIMA,9,74,1,0,0,1,7.43,17.76,1,M,1,1,2
2009,3,Baja,Pendiente,0,0,0,3,COLEGIO CAMPOVERDE*200707,2,2,COLIMA,COLIMA,9,88,2,30,35,2,8.00,18.13,1,M,1,1,1
2009,11,Egresado,Titulado,664,564,1228,2,COLEGIO GUADALAJARA SEP * 65541,2,1,ZAPOPAN,JALISCO,15,76,1,0,0,1,7.14,18.45,1,M,1,0,3
2009,10,Baja,Pendiente,585,661,1246,2,COLEGIO ANAHUAC *10081,2,1,ZAPOPAN,JALISCO,15,75,1,0,0,1,8.29,17.98,1,M,1,1,1
2009,9,Egresado,Titulado,531,671,1202,1,FRAY PEDRO DE GANTE *10077,2,2,COLIMA,COLIMA,9,83,2,15,0,2,8.38,18.68,1,M,1,0,3
2009,10,Egresado,Titulado,0,0,0,3,FRAY PEDRO DE GANTE *10077,2,2,COLIMA,COLIMA,9,89,2,50,0,2,8.86,18.66,1,M,1,0,3
2009,10,Egresado,Titulado,656,722,1378,2,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO 31 *9629,1,2,MASCOTA,JALISCO,15,98,3,75,20,2,9.38,18.62,1,M,1,0,3
2009,9,Egresado,Titulado,0,0,0,3,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,87,2,0,0,1,9.75,18.68,1,F,2,0,3
2009,10,Egresado,Titulado,0,0,0,3,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS 226 * 10057,1,2,CIUDAD GUZMAN,JALISCO,15,93,3,50,0,2,9.13,17.87,1,M,1,0,3
2009,9,Egresado,Titulado,629,712,1341,2,I.T.E.S.M. CAMPUS GUADALAJARA *10072,2,1,GUADALAJARA,JALISCO,15,75,1,0,0,1,8.63,18.08,1,M,1,0,3
2009,9,Egresado,Titulado,602,610,1212,1,UNIVERSIDAD DE GUADALAJARA ESCUELA PREPARATORIA NO. 9 *10193,1,1,GUADALAJARA,JALISCO,15,87,2,35,35,2,9.00,17.34,1,F,2,0,3
2009,5,Baja,Pendiente,549,508,1057,1,BACHILLERATO DE LA UNIVERSIDAD DEL VALLE DE ATEMAJAC *10090,2,1,GUADALAJARA,JALISCO,15,84,2,0,0,1,8.14,18.03,1,M,1,1,1
2009,4,Baja,Pendiente,602,722,1324,2,I.T.E.S.M. CAMPUS GUADALAJARA *10072,2,1,GUADALAJARA,JALISCO,15,90,3,0,0,1,8.88,19.59,2,M,1,1,1
2009,10,Egresado,Titulado,576,651,1227,2,I.T.E.S.M. CAMPUS GUADALAJARA *10072,2,1,GUADALAJARA,JALISCO,15,87,2,20,40,2,9.75,18.74,1,M,1,0,3
2009,11,Egresado,Titulado,602,651,1253,2,DOMINGO DE ALZOLA *10238,2,1,GUADALAJARA,JALISCO,15,93,3,0,0,1,9.14,17.97,1,M,1,0,3
2009,9,Egresado,Titulado,558,671,1229,2,CENTRO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS VALLE DE ATEMAJAC *10060,2,1,GUADALAJARA,JALISCO,15,84,2,20,30,2,8.63,18.26,1,M,1,0,3
2009,10,Egresado,Titulado,0,0,0,3,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,88,2,0,40,2,9.50,18.51,1,F,2,0,3
2009,9,Egresado,Titulado,636,699,1335,2,INSTITUTO NUEVA GALICIA *9558,2,1,GUADALAJARA,JALISCO,15,83,2,20,40,2,8.75,18.00,1,M,1,0,3
2009,3,Baja,Pendiente,549,589,1138,1,BACHILLERATO DE LA UNIVERSIDAD DEL VALLE DE ATEMAJAC *10090,2,1,GUADALAJARA,JALISCO,15,83,2,20,40,2,6.71,19.71,2,M,1,1,1
2009,10,Egresado,Titulado,593,640,1233,2,UNIVERSIDAD DE GUADALAJARA ESCUELA PREPARATORIA NO. 10 *10200,1,1,GUADALAJARA,JALISCO,15,94,3,40,35,2,8.38,19.70,2,M,1,0,3
2009,10,Egresado,Titulado,674,722,1396,2,PREPARATORIA DEL VALLE S.C. *85624,2,2,TEPIC,NAYARIT,18,84,2,10,0,2,8.75,19.56,2,M,1,0,3
2009,9,Egresado,Titulado,656,742,1398,2,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS GUADALAJARA *200704,2,1,TLAQUEPAQUE,JALISCO,15,98,3,20,40,2,9.00,18.28,1,M,1,0,3
2009,12,Egresado,Titulado,477,691,1168,1,INSTITUTO MORELOS *9757,2,2,URUAPAN,MICHOACAN,16,70,1,0,40,2,8.00,18.63,1,M,1,0,3
2009,4,Baja,Pendiente,611,508,1119,1,PREPARATORIA REGIONAL DE TALA *10284,1,2,CHILPANCINGO DE LOS BRAVO,GUERRERO,13,82,2,0,40,2,7.00,17.80,1,M,1,1,1
2009,10,Egresado,Titulado,477,681,1158,1,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,74,1,0,40,2,8.13,18.88,1,M,1,0,3
2009,10,Egresado,Titulado,0,0,0,3,COLEGIO ALEMAN DE GUADALAJARA *10064,2,1,ZAPOPAN,JALISCO,15,86,2,25,0,2,8.50,18.78,1,M,1,0,3
2009,10,Egresado,Titulado,665,722,1387,2,UNIVERSIDAD TECNOLOGICA DE MEXICO PLANTEL ZAPOPAN * 65854,2,1,GUADALAJARA,JALISCO,15,79,1,20,40,2,9.38,20.44,2,M,1,0,3
2009,10,Egresado,Titulado,629,447,1076,1,COLEGIO DE ESTUDIOS SISTEMAS ABIERTOS CESA *10340,1,2,CHILPANCINGO DE LOS BRAVO,GUERRERO,13,73,1,0,0,1,7.00,20.51,2,M,1,0,3
2009,3,Cambio de plan,Pendiente,593,732,1325,2,COLEGIO MEXICO NUEVO *9693,2,1,ZAPOPAN,JALISCO,15,74,1,0,0,1,7.22,18.08,1,M,1,1,2
2009,15,Egresado,Titulado,200,274,474,1,COLEGIO GUADALAJARA SEP * 65541,2,1,ZAPOPAN,JALISCO,15,72,1,0,0,1,5.40,20.12,2,M,1,0,0
2010,17,Activo,Pendiente,596,699,1295,2,UNIVERSIDAD DE GUADALAJARA ESCUELA PREPARATORIA NO. 5 *10182,1,1,GUADALAJARA,JALISCO,15,75,1,0,0,1,7.33,21.57,3,M,1,0,0
2010,11,Egresado,Titulado,467,591,1058,1,BACHILLERATO CERVANTES LOMA BONITA * 89974,2,1,ZAPOPAN,JALISCO,15,82,2,10,0,2,8.20,18.19,1,M,1,0,3
2010,12,Egresado,Pendiente,587,718,1305,2,UNIVERSIDAD TECNOLOGICA DE MEXICO PLANTEL ZAPOPAN * 65854,2,1,GUADALAJARA,JALISCO,15,91,3,35,25,2,9.83,18.04,1,F,2,0,3
2010,7,Cambio de plan,Pendiente,562,571,1133,1,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,75,1,0,0,1,7.86,18.80,1,F,2,1,2
2010,10,Egresado,Titulado,450,581,1031,1,CENTRO DE ESTUDIOS UNIVERSITARIOS VERACRUZ *10188,2,1,GUADALAJARA,JALISCO,15,87,2,0,0,1,9.17,21.01,3,M,1,0,3
2010,4,Cambio de plan,Pendiente,522,569,1091,1,BACHILLERATO DE LA UNIVERSIDAD DEL VALLE DE ATEMAJAC *10090,2,1,GUADALAJARA,JALISCO,15,80,2,0,0,1,8.00,18.80,1,M,1,1,2
2010,2,Baja,Pendiente,570,630,1200,1,BACHILLERATO DE LA UNIVERSIDAD DEL VALLE DE ATEMAJAC *10090,2,1,GUADALAJARA,JALISCO,15,79,1,0,0,1,6.83,19.95,2,M,1,1,1
2010,12,Egresado,Titulado,562,699,1261,2,INSTITUTO DE ESTUDIOS SUPERIORES DE LOS MOCHIS *10324,2,2,LOS MOCHIS,SINALOA,25,74,1,0,0,1,7.50,18.75,1,M,1,0,3
2010,3,Baja,Pendiente,553,689,1242,2,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS GUADALAJARA *200704,2,1,TLAQUEPAQUE,JALISCO,15,82,2,40,35,2,7.83,20.84,2,M,1,1,1
2010,11,Baja,Pendiente,502,562,1064,1,INSTITUTO SUPERIOR DE COMERCIO Y ADMON. *10030,2,1,GUADALAJARA,JALISCO,15,76,1,0,0,1,6.33,20.67,2,M,1,1,1
2010,4,Cambio de plan,Pendiente,0,0,0,3,INSTITUTO KIPLING DE IRAPUATO *9505,2,2,IRAPUATO,GUANAJUATO,12,93,3,10,0,2,9.17,19.46,2,F,2,1,2
2010,13,Baja,Pendiente,424,630,1054,1,PREPARATORIA ANAHUAC GARIBALDI * 255411,2,1,GUADALAJARA,JALISCO,15,76,1,0,0,1,8.14,18.66,1,M,1,0,0
2010,13,Egresado,Titulado,664,718,1382,2,CENTRO DE ENSE헤NZA TECNICA INDUSTRIAL *10147,1,1,GUADALAJARA,JALISCO,15,82,2,0,0,1,8.00,19.28,2,M,1,0,0
2010,17,Activo,Pendiente,495,610,1105,1,COLEGIO DE BACHILLERES PLANTEL YURECUARO *10457,1,2,YURECUARO,MICHOACAN,16,94,3,0,0,1,7.14,18.44,1,M,1,0,0
2010,3,Baja,Pendiente,544,640,1184,1,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS GUADALAJARA *200704,2,1,TLAQUEPAQUE,JALISCO,15,81,2,10,0,2,7.00,18.02,1,M,1,1,1
2010,10,Baja,Pendiente,611,640,1251,2,INSTITUTO DE BACHILLERATO DE EDUCACION INTERACTIVA * 65541,2,2,CHIHUAHUA,CHIHUAHUA,6,75,1,0,0,1,7.50,20.05,2,M,1,1,1
2010,1,Baja,Pendiente,570,552,1122,1,ACREDITACION ACUERDO 286 SECRETARIA DE EDUCACION PUBLICA *32254,1,2,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,11,75,1,0,0,1,5.00,24.10,3,M,1,1,1
2010,11,Egresado,Titulado,716,564,1280,2,COLEGIO GUADALAJARA SEP * 65541,2,1,ZAPOPAN,JALISCO,15,79,1,0,0,1,8.13,18.99,2,M,1,0,3
2010,10,Egresado,Titulado,778,620,1398,2,INSTITUTO KIPLING DE IRAPUATO *9505,2,2,IRAPUATO,GUANAJUATO,12,81,2,10,0,2,9.13,19.37,2,M,1,0,3
2010,10,Egresado,Titulado,629,712,1341,2,INSTITUTO MEXICO DE BAJA CALIFORNIA *69290,2,2,TIJUANA,BAJA CALIFORNIA,2,85,2,0,0,1,9.50,19.74,2,M,1,0,3
2010,9,Egresado,Titulado,665,681,1346,2,COLEGIO MEXICO NUEVO *9693,2,1,ZAPOPAN,JALISCO,15,79,1,0,35,2,9.75,19.43,2,M,1,0,3
2010,2,Baja,Pendiente,674,681,1355,2,RESOLUCION DE REVALIDACION *10101,1,1,ZAPOPAN,JALISCO,15,80,2,0,0,1,8.20,26.38,3,M,1,1,1
2010,9,Egresado,Pendiente,664,665,1329,2,COLEGIO BRITANICO * 56445,2,2,PUERTO VALLARTA,JALISCO,15,82,2,20,40,2,8.63,19.13,2,M,1,0,3
2010,9,Egresado,Titulado,0,0,0,3,UNIVERSIDAD DE GUADALAJARA ESCUELA PREPARATORIA NO. 5 *10182,1,1,GUADALAJARA,JALISCO,15,89,2,0,30,2,9.38,18.39,1,M,1,0,3
2010,11,Egresado,Titulado,549,620,1169,1,COLEGIO GUADALAJARA SEP * 65541,2,1,ZAPOPAN,JALISCO,15,71,1,10,0,2,8.38,18.90,1,M,1,0,3
2010,11,Egresado,Titulado,510,601,1111,1,VICTORIA DE OCCIDENTE *10092,2,1,ZAPOPAN,JALISCO,15,83,2,60,30,2,9.00,18.83,1,M,1,0,3
2010,9,Egresado,Titulado,701,742,1443,2,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,77,1,0,0,1,9.13,17.86,1,M,1,0,3
2010,10,Egresado,Titulado,602,681,1283,2,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,74,1,0,0,1,8.25,18.75,1,M,1,0,3
2010,10,Egresado,Titulado,665,712,1377,2,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,76,1,0,0,1,8.75,18.56,1,M,1,0,3
2010,13,Egresado,Titulado,519,708,1227,2,PREPARATORIA REGIONAL SAN MARTIN HIDALGO *10290,1,2,SAN MARTIN HIDALGO,JALISCO,15,91,3,50,35,2,9.00,18.05,1,M,1,0,0
2010,10,Egresado,Titulado,0,0,0,3,BACHILLERATO CENTRO ESCOLAR DEL NOROESTE *030209,2,2,LOS MOCHIS,SINALOA,25,97,3,50,0,2,9.25,18.40,1,M,1,0,3
2010,9,Egresado,Titulado,0,0,0,3,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,92,3,10,0,2,9.63,17.99,1,M,1,0,3
2010,10,Egresado,Titulado,0,0,0,3,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,91,3,50,15,2,9.63,18.22,1,M,1,0,3
2010,10,Egresado,Titulado,611,722,1333,2,INSTITUTO CULTURAL TAMPICO *9957,2,2,TAMPICO,TAMAULIPAS,28,73,1,0,0,1,8.88,18.73,1,M,1,0,3
2010,11,Egresado,Titulado,593,579,1172,1,COLEGIO GUADALAJARA SEP * 65541,2,1,ZAPOPAN,JALISCO,15,69,1,20,30,2,8.50,19.91,2,M,1,0,3
2010,9,Baja,Pendiente,522,426,948,1,COLEGIO ST. JOHNS *9399,2,2,COLIMA,COLIMA,9,81,2,0,0,1,7.13,17.93,1,M,1,1,1
2010,10,Egresado,Titulado,0,0,0,3,COLEGIO GUADALAJARA SEP * 65541,2,1,ZAPOPAN,JALISCO,15,83,2,0,0,1,9.13,18.72,1,M,1,0,3
2010,7,Cambio de plan,Pendiente,236,273,509,1,UNIVERSIDAD DE GUADALAJARA ESCUELA PREPARATORIA NO. 8 *10194,1,1,GUADALAJARA,JALISCO,15,80,2,0,0,1,7.00,18.94,1,M,1,1,2
2010,3,Baja,Pendiente,527,718,1245,2,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,79,1,0,0,1,9.13,19.66,2,F,2,1,1
2010,10,Egresado,Titulado,0,0,0,3,PREPARATORIA ANAHUAC GARIBALDI * 255411,2,1,GUADALAJARA,JALISCO,15,86,2,50,20,2,9.38,18.90,1,M,1,0,3
2010,12,Egresado,Titulado,602,702,1304,2,INSTITUTO DE ESTUDIOS SUPERIORES DE LOS MOCHIS *10324,2,2,LOS MOCHIS,SINALOA,25,80,2,10,0,2,6.88,18.97,2,M,1,0,3
2010,4,Cambio de plan,Pendiente,0,0,0,3,COLEGIO CAMPOVERDE*200707,2,2,COLIMA,COLIMA,9,90,3,35,35,2,9.00,17.91,1,M,1,1,2
2010,10,Egresado,Titulado,602,722,1324,2,I.T.E.S.M. CAMPUS COLIMA *9381,2,2,COLIMA,COLIMA,9,85,2,0,40,2,7.63,18.75,1,M,1,0,3
2010,16,Egresado,Titulado,647,559,1206,1,UNIVERSIDAD DE COLIMA BACHILLERATO TECNICO # 2 * 00129,1,2,COLIMA,COLIMA,9,84,2,30,35,2,8.50,18.96,2,M,1,0,0
2010,10,Egresado,Titulado,0,0,0,3,COLEGIO ANAHUAC *10081,2,1,ZAPOPAN,JALISCO,15,88,2,0,0,1,9.63,18.50,1,M,1,0,3
2010,10,Egresado,Titulado,604,718,1322,2,COLEGIO ANAHUAC *10081,2,1,ZAPOPAN,JALISCO,15,82,2,0,0,1,9.00,18.09,1,M,1,0,3
2010,9,Egresado,Titulado,630,640,1270,2,COLEGIO ANAHUAC *10081,2,1,ZAPOPAN,JALISCO,15,78,1,0,0,1,9.13,17.82,1,M,1,0,3
2010,9,Egresado,Titulado,562,552,1114,1,PREPARATORIA REGIONAL DE TALA *10284,1,2,CHILPANCINGO DE LOS BRAVO,GUERRERO,13,94,3,10,0,2,9.38,17.76,1,M,1,0,3
2010,1,Baja,Pendiente,570,728,1298,2,PREPARATORIA SAN ISIDRO MAZATEPEC *9712,2,2,TALA,JALISCO,15,91,3,0,0,1,8.38,18.36,1,M,1,1,1
